arb_id,name,also_known_as,listed_first,listed_last,country,born_year,female,attorney,academic,public_bodies,sport_bodies,associated_with,case_nums,n_cases,first_appointment,latest_appointment,delisted,delisted_age,years_listed
458,Majid Khuthaila,Khuthaila Majid,2017,NA,SAU,1976,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
459,Mingchao Fan,NA,2017,NA,CHN,1978,0,0,1,0,0,NA,5915,1,2019-01-17,2019-01-17,FALSE,NA,NA
460,Parand Azizi,NA,2017,NA,IRN,1971,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
461,Raphaëlle Favre Schnyder,Raphaëlle Favre-Schnyder,2017,NA,CHE,1970,1,1,0,0,0,NA,"5906,6482,7168,5389,5376,6015,5866,6112,ADD 37,ADD 48,ADD 48-PA",11,2018-04-27,2022-09-06,FALSE,NA,NA
462,Pierre Dalphond,NA,2017,NA,CAN,1954,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
463,Richard Akpokavie,NA,2017,NA,GHA,1960,0,1,0,0,1,"Ghana NOC,Ghana Hockey Association",NA,0,NA,NA,FALSE,NA,NA
464,Robert Weber,Robert John Weber,2017,NA,AUS,1957,0,0,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
465,Roger Abrams,NA,2017,NA,USA,1945,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
466,Siarhei Ilyich,NA,2017,NA,BLR,1977,0,1,0,0,0,"UEFA,FIFA,Belarus Football Federation,National Olympic Committee of Bealrus","5898,6294",2,2019-04-15,2020-02-21,FALSE,NA,NA
467,Salman Al-Ansari,NA,2017,NA,QAT,1981,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
468,Stefan Geir Thorisson,NA,2017,NA,ISL,1962,0,1,0,0,1,"Icelandic FA,Vikingur Reykjavik",5455,1,2018-09-10,2018-09-10,FALSE,NA,NA
469,Stephen Drymer,NA,2017,NA,CAN,1960,0,1,0,0,0,Woods,"6168,6167,6166,6165,6161",5,2021-04-06,2021-04-06,FALSE,NA,NA
470,Sven Nagel,NA,2017,2023,DEU,1970,0,1,0,0,0,NA,6069,1,2021-02-10,2021-02-10,TRUE,53,6
471,Zali Steggall,NA,2017,NA,AUS,1974,1,1,0,0,0,NA,"OG 18-003,OG 18-002",2,2018-02-09,2018-02-09,FALSE,NA,NA
472,Ahmed Aboemarah,Ahmed E Aboemarah,2018,NA,SAU,1986,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
473,Alexis Schoeb,NA,2018,NA,CHE,1978,0,1,0,0,0,"Peter & Kim,UCI","5634,7224,6050,5940,5583,6468, 6478,6233,7331,6064,5896,5835,5792,8056,8515,8225",15,2018-05-14,2022-10-21,FALSE,NA,NA
474,Annett Rombach,NA,2018,NA,DEU,1980,1,1,0,0,0,NA,"5619,7215, 7232",2,2018-09-13,2021-04-19,FALSE,NA,NA
475,Daniel Ratushny,NA,2018,NA,"CAN,SWE",1970,0,1,0,0,0,Bennett Jones,"7215, 7232",1,2021-04-19,2021-04-19,FALSE,NA,NA
476,Diego Ferrari,NA,2018,NA,ARG,1975,0,1,0,0,0,NA,"5677,5745,5805",3,2018-09-13,2019-08-22,FALSE,NA,NA
477,Eligiusz Krzesniak,NA,2018,NA,POL,1972,0,1,1,0,0,Squire Patton Boggs,7370,1,2021-08-20,2021-08-20,FALSE,NA,NA
478,Emin Özkurt,Emin Ozkurt,2018,NA,TUR,1979,0,1,1,0,0,NA,"5998,6502,7370,6985,6646",5,2020-01-24,2022-06-03,FALSE,NA,NA
479,Gil Atar,NA,2018,NA,ISR,1966,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
480,Ismail Selim,NA,2018,NA,EGY,1975,0,1,0,1,0,NA,"OG 20-006, 008,JO 20-014",2,2021-07-27,2021-08-03,FALSE,NA,NA
481,Ian Hunt,NA,2018,NA,"NZL,GBR",1959,0,1,0,0,1,Swimming New Zealand,NA,0,NA,NA,FALSE,NA,NA
482,James Drake,NA,2018,NA,"GBR,AUS",1959,0,1,0,0,0,King's Bench Walk,"7358, 7366,6807,7549,7840,7839,7838,8012,8167",8,2020-10-23,2022-06-13,FALSE,NA,NA
483,Marek Palus,NA,2018,NA,POL,1964,0,1,0,0,1,"FIBA,Polish Basketball Federation",NA,0,NA,NA,FALSE,NA,NA
484,Mikal Brøndmo,NA,2018,NA,NOR,1978,0,1,0,0,0,NA,5863,1,2019-02-13,2019-02-13,FALSE,NA,NA
485,Pascal Pichonnaz,NA,2018,NA,CHE,1967,0,0,1,0,0,NA,"6950,7590, 7591,7507,7506",4,2021-01-18,2021-12-23,FALSE,NA,NA
486,Peter Koh,NA,2018,NA,SGP,1951,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
487,Rajat Taimni,NA,2018,NA,IND,1977,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
488,Richard Chernick,NA,2018,NA,USA,1945,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
489,Sinisa Petrovic,NA,2018,NA,HRV,1966,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
490,Susan Ahern,NA,2018,2023,IRL,1972,1,1,0,0,0,NA,"6186,ADD 33,ADD 23,ADD 46",4,2019-07-12,2022-05-13,TRUE,51,5
491,Thomas Clay,NA,2018,NA,FRA,1969,0,1,1,0,0,NA,"7592,8915, 8918, 8919, 8920",2,2020-03-08,2022-06-23,FALSE,NA,NA
492,Wouter Lambrecht,NA,2018,NA,"BEL,ESP",1986,0,1,0,0,0,"FIFA,ECA,Barcelona FC","6867,7329,7224,7144,6962",5,2021-04-13,2021-11-18,FALSE,NA,NA
493,Barbara Reeves,NA,2018,NA,USA,1949,1,1,0,0,0,NA,7983,1,2021-07-02,2021-07-02,FALSE,NA,NA
494,Yuri Yagi,NA,2018,NA,JPN,1973,1,1,0,0,1,Japan Equestrian Federation,NA,0,NA,NA,FALSE,NA,NA
495,Andreu Camps i Povill,"Andreu Camps i Povill,Adreu Camps",2019,NA,ESP,1961,0,1,1,0,0,NA,"6713,7637, 7656",2,2021-05-26,2021-06-09,FALSE,NA,NA
496,Mark Williams,Mark LLoyd Williams,2019,2023,AUT,1955,0,1,0,0,1,NSW Rowing,"4839,OG AD 18-003,OG AD 18-003-PA,6689",4,2017-10-06,2020-12-17,TRUE,68,4
497,Ahmadreza Barati,NA,2020,NA,IRN,1976,0,1,0,0,1,"Asian Football Confederation (AFC),Central Asian Football Association (CAFA),Iran Football Federation",NA,0,NA,NA,FALSE,NA,NA
498,Alan D'Silva,NA,2020,NA,CAN,1961,0,1,0,0,0,Stikeman Elliott,NA,0,NA,NA,FALSE,NA,NA
499,Allan Stitt,NA,2020,NA,CAN,1961,0,1,0,0,0,"ADR Chambers Inc,Stitt Feld Handy Group",NA,0,NA,NA,FALSE,NA,NA
500,Alexis Gramblat,NA,2020,2022,FRA,1977,0,1,0,0,0,NA,"7637, 7656",1,2021-06-09,2021-06-09,TRUE,45,2
501,Ana Tuiketei,NA,2020,NA,FJI,1980,1,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
502,Anna Peniche,Anna Peniche Adame,2020,NA,MEX,1978,1,1,0,0,1,Mexican Football Federation (FMF),NA,0,NA,NA,FALSE,NA,NA
503,Benoît Pasquier,NA,2020,NA,CHE,1978,0,1,0,0,0,"AFC,FIFA,UCI","6781,7292,7417,7371,8125,7444,7793",7,2020-07-21,2022-10-20,FALSE,NA,NA
504,Cesare Gabasio,NA,2020,NA,ITA,1969,0,1,0,0,0,"Juventus FC,ECA","7030, 7051,7012,8356,8014,7909",5,2021-04-30,2022-08-08,FALSE,NA,NA
505,Christian Visser,NA,2020,NA,NLD,1978,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
506,Christophe Müller,"Christoph Müller,Christoph Mueller",2020,NA,CHE,1970,0,1,1,0,0,University of Neuchâtel,NA,0,NA,NA,FALSE,NA,NA
507,Corné Goosen,Corne Goosen,2020,2022,ZAF,1973,0,1,0,0,0,NA,"6796,6796-O",2,2020-06-16,2020-10-27,TRUE,49,2
508,Corinne Berg,NA,2020,NA,ZAF,1986,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
509,Espen Auberg,NA,2020,NA,NOR,1977,0,1,0,0,0,"UEFA,Norwegian FA","6727,8186",2,2020-12-08,2022-02-08,FALSE,NA,NA
510,Felipe De Vivero,NA,2020,NA,COL,1965,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
511,Gareth Farrelly,NA,2020,2022,"GBR,IRL",1975,0,1,0,0,0,NA,"6639,7156,8334",3,2021-01-27,2022-11-11,TRUE,47,2
512,Franck Latty,NA,2020,NA,FRA,1973,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
513,Gabriel Feldman,NA,2020,NA,USA,1973,0,0,1,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
514,Ghada Darwish,NA,2020,NA,QAT,1984,1,1,0,1,0,Human Rights Commission of Qatar,NA,0,NA,NA,FALSE,NA,NA
515,Hervé Le Lay,NA,2020,NA,FRA,1980,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
516,Isabelle Fellrath,NA,2020,NA,"CHE,ITA",1970,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
517,Jaime Castillo,NA,2020,NA,MEX,1976,0,1,0,0,0,NA,7292,1,2021-08-16,2021-08-16,FALSE,NA,NA
518,Jacob Jorgensen,Jacob Christian Jorgensen,2020,NA,DNK,1974,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
519,James Bridgeman,NA,2020,NA,IRL,1952,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
520,Jan Brodec,NA,2020,NA,CZE,1980,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
521,Janós Katona,NA,2020,NA,HUN,1967,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
522,John Adam Didulica,"John Didulica,John Paul Didulica",2020,NA,AUS,1975,0,1,0,0,0,NA,6517,1,2020-09-01,2020-09-01,FALSE,NA,NA
523,Jordi López Batet,"Jordi Lopez Batet,Jordi López",2020,NA,ESP,1976,0,1,0,0,0,"UCI,Spanish Football League","6422,6996, 7006,6867,7247,8031,8284",6,2020-07-24,2022-04-19,FALSE,NA,NA
524,John Anthony Dyson,John Dyson,2020,NA,GBR,1943,0,0,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
525,José Antonio Moreno Rodriguez,NA,2020,NA,PRY,1966,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
526,Julien Fouret,NA,2020,NA,FRA,1978,0,1,0,0,0,Eversheds Sutherland,"8075,6696",2,2020-08-28,2021-08-30,FALSE,NA,NA
527,Joshua Gordon,NA,2020,NA,USA,1974,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
528,Kepa Larumbe,Kepa Larumbe Beain,2020,NA,ESP,1979,0,1,0,0,0,"RFEF,UEFA",7612,1,2021-11-23,2021-11-23,FALSE,NA,NA
529,Leanne O’Leary,NA,2020,NA,"NZL,GBR",1974,1,1,1,0,0,NA,"8292,8871,8865, 8866, 8867, 8868,8709,8708,8592",6,2022-05-11,2022-11-25,FALSE,NA,NA
530,Laila El Shentenawi,NA,2020,NA,EGY,1983,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
531,Jakub Laskowski,NA,2020,NA,POL,1984,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
532,Maria Gwynn,Maria A. Gwynn,2020,NA,"PRY,ITA,DEU",1980,1,1,1,0,0,NA,"OG 22-007,OG 22-003,OG 22-004",3,2022-01-31,2022-02-07,FALSE,NA,NA
533,Mariano Claria,Mariano Clariá,2020,NA,ARG,1973,0,1,1,0,1,"Superliga Argentina de Futbol,AFA",6861,1,2021-06-09,2021-06-09,FALSE,NA,NA
534,Marco Leal,NA,2020,NA,"GTM,USA",1980,0,1,0,0,1,"CONCACAF,FIFA",NA,0,NA,NA,FALSE,NA,NA
535,Michael Nicholson,NA,2020,NA,GBR,1976,0,1,0,0,1,"Celtic,Scottish FA,ECA",NA,0,NA,NA,FALSE,NA,NA
536,Miguel Cardenal Carro,NA,2020,NA,ESP,1968,0,0,1,0,1,"ICAS,FINA,Spanish NADO",NA,0,NA,NA,FALSE,NA,NA
537,Nicolas Cottier,NA,2020,NA,CHE,1972,0,1,0,0,0,"CAS,KPMG,FISU","7723,7372,7350, 7351, 7352,8131",4,2021-03-11,2021-10-20,FALSE,NA,NA
538,Patrick Grandjean,NA,2020,NA,CHE,1969,0,0,0,1,0,CAS,"8344,7959,7958,7824,7637, 7656,7673, 7699,7355,7329,8022,8021,8020",11,2021-04-13,2022-04-21,FALSE,NA,NA
539,Patrick Stewart,NA,2020,NA,GBR,1972,0,1,0,0,0,Manchester United FC,"7397,8079",2,2021-11-22,2022-08-31,FALSE,NA,NA
540,Pekka Aho,Pekka Albert Aho,2020,NA,FIN,1981,0,1,0,0,0,NA,6294,1,2020-02-21,2020-02-21,FALSE,NA,NA
541,Santiago Durán Hareau,NA,2020,NA,URY,1980,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
542,Shouzhi An,NA,2020,NA,CHN,1976,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
543,Russell Sauer,NA,2020,NA,USA,1955,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
544,Takuya Yamazaki,NA,2020,NA,"JPN,GBR",1970,0,1,0,0,1,FIFPRo,NA,0,NA,NA,FALSE,NA,NA
545,Vladimir Novak,NA,2020,NA,"SVK,BEL",1986,0,1,0,0,0,Cleary Gottlieb Steen & Hamilton,"6226,6514,6988,6987,6986",5,2020-08-04,2021-04-06,FALSE,NA,NA
546,Vanja Smokvina,NA,2020,NA,HRV,1983,0,0,1,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
547,Victor Bonnin Reynés,NA,2020,NA,ESP,1980,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
548,Maciej Balazinski,NA,2020,NA,POL,1977,0,1,0,0,1,Polish Football Association,7262,1,2021-06-10,2021-06-10,FALSE,NA,NA
549,Stefano Bastianon,NA,2020,NA,ITA,1967,0,1,1,0,0,NA,8125,1,2022-10-20,2022-10-20,FALSE,NA,NA
550,Georgios Petrochilos,NA,2020,NA,"GRC,FRA",1973,0,1,1,0,0,NA,7930,1,2021-11-04,2021-11-04,FALSE,NA,NA
551,Yoshihisa Hayakawa,NA,2020,NA,JPN,1968,0,1,1,0,1,Japan NADO,NA,0,NA,NA,FALSE,NA,NA
552,Adam Samuel,NA,2021,NA,GBR,1960,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
553,Arshad Dudhia,NA,2021,NA,ZMB,1970,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
554,Carlos Matheus López,Carlos Alberto Matheus López,2021,NA,PER,1970,0,1,1,0,0,"Pontificia Universidad Católica del Perú,Universidad Nacional Mayor de San Marcos,Universidad César Vallejo,Academia de la Magistratura",NA,0,NA,NA,FALSE,NA,NA
555,Chiann Bao,NA,2021,NA,"USA,HKG",1977,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
556,David Phillips,NA,2021,NA,"GBR,IRL",1953,0,1,0,0,0,"FA,FAPL",8403,1,2022-04-20,2022-04-20,FALSE,NA,NA
557,Elizabeth Brimer,NA,2021,NA,AUS,1970,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
558,Félix Plaza,NA,2021,NA,ESP,1968,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
559,Gaëtan Verhoosel,NA,2021,NA,"BEL,GBR",1973,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
560,Gary Johansen,NA,2021,NA,USA,1944,0,1,0,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
561,Ian Scott,NA,2021,NA,AUS,1965,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
562,Jasper Wauters,NA,2021,NA,BEL,1972,0,1,0,0,0,White & Case,NA,0,NA,NA,FALSE,NA,NA
563,Katarina Kresal,NA,2021,NA,SVN,1973,1,1,0,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
564,Kit Toogood,Christopher Toogood,2021,NA,NZL,1949,0,0,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
565,Kwadjo Adjepong,NA,2021,NA,GBR,1971,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
566,Luis Breuer,NA,2021,NA,PRY,1966,0,1,0,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
567,Markiyan Kliuchkovskyi,NA,2021,NA,UKR,1983,0,1,0,0,1,Ukranian Premier League,"8488,8413,8371",3,2022-06-10,2022-06-10,FALSE,NA,NA
568,Michael Palmer,NA,2021,NA,SGP,1968,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
569,Nir Inbar,NA,2021,NA,ISR,1979,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
570,Olga Hamama,NA,2021,NA,"UKR,DEU",1981,1,1,0,0,0,"Clifford Chance,Freshfields Bruckhaus,Deringer",NA,0,NA,NA,FALSE,NA,NA
571,Ronald Sum,NA,2021,NA,"CHN,HKG",1967,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
572,Stuart Gilhooly,NA,2021,NA,IRL,1971,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
573,Mathieu Maisonneuve,NA,2021,NA,FRA,1976,0,0,1,0,0,NA,"8061,8060",2,2023-04-25,2023-04-25,FALSE,NA,NA
574,Winston Anderson,NA,2021,NA,"JAM,BRB",1960,0,0,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
575,Aysha Mutaywea,NA,2022,NA,BHR,1986,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
576,Daniel Cravo Souza,NA,2022,NA,BRA,1970,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
577,David Chen,David N.W. Chen,2022,NA,CHN,1957,0,1,1,0,0,Fu Dan University,NA,0,NA,NA,FALSE,NA,NA
578,Dolf Segaar,NA,2022,NA,NLD,1962,0,1,0,0,1,"Dutch NADO,International Boxing Association (AIBA),International Bobsleigh & Skeleton Federation (IBSF)",NA,0,NA,NA,FALSE,NA,NA
579,Erik Monsen,NA,2022,NA,NOR,1981,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
580,Heiner Kahlert,NA,2022,NA,DEU,1983,0,1,0,0,1,"Martens Rechtsanwaltgesellschaft mbH,BAT,IIHF,DEB",NA,0,NA,NA,FALSE,NA,NA
581,Hussein M. Fathy,Hussein Fathy,2022,NA,EGY,1951,0,0,0,1,1,Egyptian Handball Federation,NA,0,NA,NA,FALSE,NA,NA
582,Kristen Thorsness,NA,2022,NA,USA,1960,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
583,Laurence Kiffer,NA,2022,NA,FRA,1961,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
584,Mathias Lilleengen,NA,2022,NA,NOR,1968,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
585,Nicolás de la Plata Caballero,NA,2022,NA,ESP,1967,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
586,Omar Ongaro,NA,2022,NA,"ITA,CHE",1971,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
587,Roberto de Palma Barracco,NA,2022,NA,"BRA,ITA",1989,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
588,Slaven Moravcevic,Slaven Moravčević,2022,NA,SRB,1973,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
589,Stephen Ross,NA,2022,NA,USA,1955,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
590,Steven Bainbridge,NA,2022,NA,"CAN,ARE",1970,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
591,Abdallah Shehata,NA,2023,NA,EGY,1991,0,1,0,0,1,Egyptian NADO,NA,0,NA,NA,FALSE,NA,NA
592,Abdelkrim Aydel,NA,2023,NA,MAR,1974,0,1,0,0,1,Confédération Africaine d’Athlétisme,NA,0,NA,NA,FALSE,NA,NA
593,Abdulwahab Al-Hinai,Abdulwahhab Al Hinai,2023,NA,OMN,1981,0,1,0,0,1,Association of National Olympic Committees (ANOC),NA,0,NA,NA,FALSE,NA,NA
594,Achilleas Mavromatis,NA,2023,NA,GRC,1966,0,1,0,0,1,"Paok FC,FIVB Anti-Doping Hearing Panel,Hellenic National Olympic Committee,Greek NADO,Hellenic Volleyball Federation",NA,0,NA,NA,FALSE,NA,NA
595,Agustin Fattal Jaef,NA,2023,NA,ARG,1983,0,1,1,0,1,Club Atlético Rosario Central,NA,0,NA,NA,FALSE,NA,NA
596,Ahmed Alosaymi,NA,2023,NA,SAU,1987,0,1,0,1,1,Asian Football Confederation (AFC),NA,0,NA,NA,FALSE,NA,NA
597,Alexandra Johnson,NA,2023,NA,"CHE,JAM",1975,1,1,0,0,0,Pestalozzi Attorneys at Law,NA,0,NA,NA,FALSE,NA,NA
598,An Vermeersch,NA,2023,NA,BEL,1975,1,0,1,0,0,Ghent University,NA,0,NA,NA,FALSE,NA,NA
599,Ana Maria Larrea,NA,2023,NA,ECU,1971,1,0,0,1,1,NA,NA,0,NA,NA,FALSE,NA,NA
600,Andrew Mercer,NA,2023,NA,"GBR,MYS",1980,0,1,0,0,1,UEFA,NA,0,NA,NA,FALSE,NA,NA
601,Bernarda Flores Ivanovic,NA,2023,NA,BOL,1971,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
602,Carlos Peres Torres,NA,2023,NA,"BOL,FRA",1986,0,1,0,0,0,"Allen & Overy,Perez and Mendoza",NA,0,NA,NA,FALSE,NA,NA
603,Chady Saad,NA,2023,NA,LBN,1980,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
604,Claudine Helou,NA,2023,NA,LBN,1974,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
605,Daan de Jong,NA,2023,NA,NLD,1986,0,1,0,0,1,"FC Utrecht,European Club Association (ECA)",NA,0,NA,NA,FALSE,NA,NA
606,David Arias,NA,2023,NA,ESP,1968,0,1,1,0,0,Herbert Smith Freehills,NA,0,NA,NA,FALSE,NA,NA
607,David Fraundorfer,NA,2023,NA,"NZL,GBR",1981,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
608,Despina Mavromati,NA,2023,NA,"GRC,CHE",1976,1,1,1,0,1,CAS,NA,0,NA,NA,FALSE,NA,NA
609,Dominique Hascher,NA,2023,NA,FRA,1956,0,0,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
610,Edgardo Muñoz-Lopez,NA,2023,NA,MEX,1980,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
611,Elle Nikou Madalin,NA,2023,NA,AUS,1986,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
612,Emily Wisnosky,NA,2023,NA,"USA,CHE",1978,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
613,Erdem Egemen,NA,2023,NA,TUR,1977,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
614,Essa bin Mohammed Al-Sulaiti,Essa Bin Mohammed Al Sulaiti,2023,NA,QAT,1990,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
615,Gaston Kenfack Douajni,NA,2023,NA,CMR,1956,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
616,Gaston Tealdi,NA,2023,NA,URY,1975,0,1,0,0,1,Uruguayan FA,NA,0,NA,NA,FALSE,NA,NA
617,Giacomo Bei,NA,2023,NA,ITA,1976,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
618,Guilio Palermo,NA,2023,NA,"ITA,CHE",1982,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
619,Gursimran Brar,NA,2023,NA,IND,1987,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
620,Gyorgy Féher,"György Fehér,Gyorgy Feher",2023,NA,"HUN,AUS",1964,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
621,Halil Kasapoglu,NA,2023,NA,TUR,1993,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
622,Haris Azmat,NA,2023,NA,PAK,1984,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
623,Hugo Vaz Serra,NA,2023,NA,PRT,1976,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
624,Ilias Bantekas,NA,2023,NA,"GRC,QAT",1970,0,0,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
625,Isabelle Michou,NA,2023,NA,FRA,1970,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
626,Jamie Herbert,NA,2023,NA,GBR,1982,0,1,0,0,1,"Premier League,Bird & Bird",NA,0,NA,NA,FALSE,NA,NA
627,James Bonington,NA,2023,NA,GBR,1978,0,1,0,0,1,English FA,NA,0,NA,NA,FALSE,NA,NA
628,James Kitching,NA,2023,NA,"AUS,ITA,GBR",1985,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
629,Jean-François Vilotte,NA,2023,NA,FRA,1957,0,1,0,0,1,French Tennis Federation,NA,0,NA,NA,FALSE,NA,NA
630,Jerome Perlemuter,NA,2023,NA,"FRA,CHE",1972,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
631,Jesus Moreno Castillero,NA,2023,NA,PAN,1984,0,1,0,0,1,Liga Panameña de Futbol (LPF),NA,0,NA,NA,FALSE,NA,NA
632,Jiahe Liu,NA,2023,NA,CHN,1991,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
633,Jonathan Hall,NA,2023,NA,"GBR,ARE",1968,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
634,Jonathan Rennie,NA,2023,NA,GBR,1976,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
635,José Ernesto Mejía,NA,2023,NA,HND,1965,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
636,José Luis Andrade,NA,2023,NA,PRT,1980,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
637,Juan Pedro Sáenz Chilibroste,NA,2023,NA,URY,1993,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
638,Juliana Giraldo,NA,2023,NA,COL,1986,1,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
639,Lars Küpper,NA,2023,NA,DEU,1977,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
640,Lee Spear,NA,2023,NA,NZL,1951,0,0,0,0,1,Oceania Rowing Confederation,NA,0,NA,NA,FALSE,NA,NA
641,Leonardo Andreotti Paulo de Oliveira,NA,2023,NA,"BRA,ITA",1984,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
642,Lina Souloukou,NA,2023,NA,GRC,1983,1,1,0,0,1,Olympiacos FC,NA,0,NA,NA,FALSE,NA,NA
643,Lorena Novoa Bolivar,NA,2023,NA,COL,1979,1,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
644,Luis Fernández,NA,2023,NA,VEN,1985,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
645,Maha Al-Mogren,NA,2023,NA,SAU,1987,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
